id,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
29,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,
30,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,
31,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,
32,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,
33,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,
34,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,
35,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,
36,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,
37,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,
38,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,
39,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,
40,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,
41,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,
42,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,
43,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,
44,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,
45,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,
46,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,
47,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,
48,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,
49,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,
50,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,
51,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,
52,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,
53,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,
54,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,
55,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,
56,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,
57,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,
58,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,
59,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,
60,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,
61,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,
62,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,
63,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,
64,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,
65,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,
66,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,
67,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,
68,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,
69,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,
70,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,
71,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,
72,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,
73,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,
74,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,
75,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,
76,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,
77,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,
78,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,
79,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,
80,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,
81,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,
82,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,
83,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,
84,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,
85,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,
86,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,
87,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,
88,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,
89,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,
90,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,
91,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,
92,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,
93,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,
94,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,
95,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,
96,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,
97,0.63,0,4.3,0.093,51,78,0.99558,3.2,0.45,9.5,
98,0.63,0,4.3,0.093,51,78,0.99558,3.2,0.45,9.5,
99,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,
100,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,
101,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,
102,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,
103,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,
104,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,
105,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,
106,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,
107,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,
108,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,
109,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,
110,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,
111,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,
112,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,
113,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,
114,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,
115,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,
116,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,
117,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,
118,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,
119,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,
120,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,
121,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,
122,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,
123,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,
124,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,
125,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,
126,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,
127,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,
128,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,
129,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,
130,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,
131,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,
132,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,
133,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,
134,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,
135,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,
136,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,
137,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,
138,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,
139,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,
140,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,
141,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,
142,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,
143,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,
144,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,
145,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,
146,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,
147,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,
148,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,
149,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,
150,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,
151,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,
152,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,
153,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,
154,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,
155,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,
156,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,
157,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,
158,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,
159,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,
160,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,
161,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,
162,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,
163,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,
164,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,
165,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,
166,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,
167,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,
168,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,
169,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,
170,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,
171,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,
172,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,
173,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,
174,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,
175,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,
176,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,
177,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,
178,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,
179,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,
180,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,
181,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,
182,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,
183,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,
184,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,
185,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,
186,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,
187,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,
188,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,
189,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,
190,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,
191,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,
192,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,
193,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,
194,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,
195,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,
196,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,
197,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,
198,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,
199,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,
200,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,
201,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,
202,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,
203,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,
204,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,
205,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,
206,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,
207,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,
208,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,
209,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,
210,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,
211,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,
212,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,
213,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,
214,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,
215,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,
216,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,
217,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,
218,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,
219,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,
220,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,
221,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,
222,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,
223,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,
224,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,
225,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,
226,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,
227,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,
228,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,
229,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,
230,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,
231,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,
232,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,
233,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,
234,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,
235,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,
236,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,
237,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,
238,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,
239,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,
240,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,
241,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,
242,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,
243,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,
244,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,
245,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,
246,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,
247,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,
248,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,
249,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,
250,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,
251,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,
252,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,
253,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,
254,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,
255,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,
256,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,
257,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,
258,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,
259,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,
260,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,
261,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,
262,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,
263,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,
264,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,
265,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,
266,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,
267,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,
268,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,
269,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,
270,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,
271,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,
272,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,
273,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,
274,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,
275,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,
276,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,
277,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,
278,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,
279,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,
280,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,
281,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,
282,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,
283,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,
284,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,
285,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,
286,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,
287,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,
288,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,
289,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,
290,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,
291,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,
292,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,
293,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,
294,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,
295,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,
296,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,
297,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,
298,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,
299,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,
300,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,
301,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,
302,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,
303,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,
304,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,
305,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,
306,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,
307,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,
308,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,
309,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,
310,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,
311,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,
312,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,
313,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,
314,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,
315,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,
316,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,
317,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,
318,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,
319,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,
320,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,
321,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,
322,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,
323,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,
324,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,
325,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,
326,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,
327,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,
328,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,
329,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,
330,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,
331,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,
332,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,
333,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,
334,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,
335,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,
336,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,
337,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,
338,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,
339,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,
340,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,
341,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,
342,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,
343,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,
344,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,
345,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,
346,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,
347,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,
348,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,
349,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,
350,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,
351,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,
352,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,
353,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,
